"cinsiyet","","","yil","il","sayi",""
"","","","","Kastamonu(Araç)-1140","89",""
"","","","","Kastamonu(Azdavay)-1162","34",""
"","","","","Kastamonu(Bozkurt)-1208","42",""
"","","","","Kastamonu(Çatalzeytin)-1238","29",""
"","","","","Kastamonu(Cide)-1221","78",""
"","","","","Kastamonu(Daday)-1264","49",""
"","","","","Kastamonu(Devrekani)-1277","54",""
"","","","","Kastamonu(Doğanyurt)-1915","39",""
"","","","","Kastamonu(Hanönü)-1940","18",""
"","","","","Kastamonu(İhsangazi)-1805","33",""
"","","","","Kastamonu(İnebolu)-1410","134",""
"","","","","Kastamonu(Küre)-1499","40",""
"","","","","Kastamonu(Merkez)-1450","852",""
"","","","","Kastamonu(Pınarbaşı)-1836","22",""
"","","","","Kastamonu(Şenpazar)-1845","20",""
"","","","","Kastamonu(Seydiler)-1984","16",""
"","","","","Kastamonu(Taşköprü)-1666","199",""
"","","","","Kastamonu(Tosya)-1685","211",""
"","","","","Kayseri(Akkışla)-1752","41",""
"","","","","Kayseri(Bünyan)-1218","239",""
"","","","","Kayseri(Develi)-1275","533",""
"","","","","Kayseri(Felahiye)-1330","45",""
"","","","","Kayseri(Hacılar)-1936","97",""
"","","","","Kayseri(İncesu)-1409","228",""
"","","","","Kayseri(Kocasinan)-1863","3450",""
"","","","","Kayseri(Melikgazi)-1864","5120",""
"","","","","Kayseri(Özvatan)-1978","25",""
"","","","","Kayseri(Pınarbaşı)-1576","211",""
"","","","","Kayseri(Sarıoğlan)-1603","109",""
"","","","","Kayseri(Sarız)-1605","64",""
"","","","","Kayseri(Talas)-1846","1246",""
"","","","","Kayseri(Tomarza)-1680","199",""
"","","","","Kayseri(Yahyalı)-1715","341",""
"","","","","Kayseri(Yeşilhisar)-1727","121",""
"","","","","Kilis(Elbeyli)-2023","75",""
"","","","","Kilis(Merkez)-1476","1272",""
"","","","","Kilis(Musabeyli)-2024","170",""
"","","","","Kilis(Polateli)-2025","62",""
"","","","","Kırıkkale(Bahşili)-1880","54",""
"","","","","Kırıkkale(Balışeyh)-1882","57",""
"","","","","Kırıkkale(Çelebi)-1901","14",""
"","","","","Kırıkkale(Delice)-1268","33",""
"","","","","Kırıkkale(Karakeçili)-1954","20",""
"","","","","Kırıkkale(Keskin)-1463","94",""
"","","","","Kırıkkale(Merkez)-1469","1288",""
"","","","","Kırıkkale(Sulakyurt)-1638","29",""
"","","","","Kırıkkale(Yahşihan)-1992","109",""
"","","","","Kırklareli(Babaeski)-1163","229",""
"","","","","Kırklareli(Demirköy)-1270","70",""
"","","","","Kırklareli(Kofçaz)-1480","8",""
"","","","","Kırklareli(Lüleburgaz)-1505","848",""
"","","","","Kırklareli(Merkez)-1471","521",""
"","","","","Kırklareli(Pehlivanköy)-1572","10",""
"","","","","Kırklareli(Pınarhisar)-1577","84",""
"","","","","Kırklareli(Vize)-1714","110",""
"","","","","Kırşehir(Akçakent)-1869","19",""
"","","","","Kırşehir(Akpınar)-1754","45",""
"","","","","Kırşehir(Boztepe)-1890","35",""
"","","","","Kırşehir(Çiçekdağı)-1254","92",""
"","","","","Kırşehir(Kaman)-1429","218",""
"","","","","Kırşehir(Merkez)-1472","958",""
"","","","","Kırşehir(Mucur)-1529","134",""
"","","","","Kocaeli(Başiskele)-2058","740",""
"","","","","Kocaeli(Çayırova)-2059","1148",""
"","","","","Kocaeli(Darıca)-2060","1711",""
"","","","","Kocaeli(Derince)-2030","1111",""
"","","","","Kocaeli(Dilovası)-2061","573",""
"","","","","Kocaeli(Gebze)-1338","3423",""
"","","","","Kocaeli(Gölcük)-1355","1199",""
"","","","","Kocaeli(İzmit)-2062","2608",""
"","","","","Kocaeli(Kandıra)-1430","281",""
"","","","","Kocaeli(Karamürsel)-1440","368",""
"","","","","Kocaeli(Kartepe)-2063","919",""
"","","","","Kocaeli(Körfez)-1821","1356",""
"","","","","Konya(Ahırlı)-1868","32",""
"","","","","Konya(Akören)-1753","36",""
"","","","","Konya(Akşehir)-1122","583",""
"","","","","Konya(Altınekin)-1760","154",""
"","","","","Konya(Beyşehir)-1188","583",""
"","","","","Konya(Bozkır)-1207","199",""
"","","","","Konya(Çeltik)-1902","81",""
"","","","","Konya(Cihanbeyli)-1222","522",""
"","","","","Konya(Çumra)-1262","625",""
"","","","","Konya(Derbent)-1907","35",""
"","","","","Konya(Derebucak)-1789","39",""
"","","","","Konya(Doğanhisar)-1285","90",""
"","","","","Konya(Emirgazi)-1920","89",""
"","","","","Konya(Ereğli)-1312","1169",""
"","","","","Konya(Güneysınır)-1933","75",""
"","","","","Konya(Hadim)-1375","91",""
"","","","","Konya(Halkapınar)-1937","30",""
"","","","","Konya(Hüyük)-1804","76",""
"","","","","Konya(Ilgın)-1400","435",""
"","","","","Konya(Kadınhanı)-1422","327",""
"","","","","Konya(Karapınar)-1441","468",""
"","","","","Konya(Karatay)-1814","3268",""
"","","","","Konya(Kulu)-1491","443",""
"","","","","Konya(Meram)-1827","3201",""
"","","","","Konya(Sarayönü)-1598","229",""
"","","","","Konya(Selçuklu)-1839","5477",""
"","","","","Konya(Seydişehir)-1617","418",""
"","","","","Konya(Taşkent)-1848","50",""
"","","","","Konya(Tuzlukçu)-1990","35",""
"","","","","Konya(Yalıhüyük)-1994","3",""
"","","","","Konya(Yunak)-1735","235",""
"","","","","Kütahya(Altıntaş)-1132","113",""
"","","","","Kütahya(Aslanapa)-1764","65",""
"","","","","Kütahya(Çavdarhisar)-1898","35",""
"","","","","Kütahya(Domaniç)-1288","72",""
"","","","","Kütahya(Dumlupınar)-1790","20",""
"","","","","Kütahya(Emet)-1304","123",""
"","","","","Kütahya(Gediz)-1339","309",""
"","","","","Kütahya(Hisarcık)-1802","79",""
"","","","","Kütahya(Merkez)-1500","1667",""
"","","","","Kütahya(Pazarlar)-1979","22",""
"","","","","Kütahya(Şaphane)-1843","21",""
"","","","","Kütahya(Simav)-1625","315",""
"","","","","Kütahya(Tavşanlı)-1671","657",""
"","","","","Malatya(Akçadağ)-1114","223",""
"","","","","Malatya(Arapgir)-1143","65",""
"","","","","Malatya(Arguvan)-1148","36",""
"","","","","Malatya(Battalgazi)-1772","2402",""
"","","","","Malatya(Darende)-1265","232",""
"","","","","Malatya(Doğanşehir)-1286","349",""
"","","","","Malatya(Doğanyol)-1914","31",""
"","","","","Malatya(Hekimhan)-1390","103",""
"","","","","Malatya(Kale)-1953","32",""
"","","","","Malatya(Kuluncak)-1969","67",""
"","","","","Malatya(Pütürge)-1582","146",""
"","","","","Malatya(Yazıhan)-1995","123",""
"","","","","Malatya(Yeşilyurt)-1729","2498",""
"","","","","Manisa(Ahmetli)-1751","94",""
"","","","","Manisa(Akhisar)-1118","1037",""
"","","","","Manisa(Alaşehir)-1127","749",""
"","","","","Manisa(Demirci)-1269","194",""
"","","","","Manisa(Gölmarmara)-1793","116",""
"","","","","Manisa(Gördes)-1362","151",""
"","","","","Manisa(Kırkağaç)-1470","273",""
"","","","","Manisa(Köprübaşı)-1965","79",""
"","","","","Manisa(Kula)-1489","259",""
"","","","","Manisa(Salihli)-1590","1002",""
"","","","","Manisa(Sarıgöl)-1600","250",""
"","","","","Manisa(Saruhanlı)-1606","325",""
"","","","","Manisa(Şehzadeler)-2086","1341",""
"","","","","Manisa(Selendi)-1613","117",""
"","","","","Manisa(Soma)-1634","906",""
"","","","","Manisa(Turgutlu)-1689","1281",""
"","","","","Manisa(Yunusemre)-2087","1918",""
"","","","","Mardin(Artuklu)-2088","2226",""
"","","","","Mardin(Dargeçit)-1787","389",""
"","","","","Mardin(Derik)-1273","974",""
"","","","","Mardin(Kızıltepe)-1474","3647",""
"","","","","Mardin(Mazıdağı)-1519","520",""
"","","","","Mardin(Midyat)-1526","1282",""
"","","","","Mardin(Nusaybin)-1547","1504",""
"","","","","Mardin(Ömerli)-1564","157",""
"","","","","Mardin(Savur)-1609","353",""
"","","","","Mardin(Yeşilli)-2002","225",""
"","","","","Mersin(Akdeniz)-2064","3070",""
"","","","","Mersin(Anamur)-1135","417",""
"","","","","Mersin(Aydıncık)-1766","68",""
"","","","","Mersin(Bozyazı)-1779","188",""
"","","","","Mersin(Çamlıyayla)-1892","63",""
"","","","","Mersin(Erdemli)-1311","1046",""
"","","","","Mersin(Gülnar)-1366","151",""
"","","","","Mersin(Mezitli)-2065","1205",""
"","","","","Mersin(Mut)-1536","424",""
"","","","","Mersin(Silifke)-1621","772",""
"","","","","Mersin(Tarsus)-1665","3111",""
"","","","","Mersin(Toroslar)-2066","2833",""
"","","","","Mersin(Yenişehir)-2067","1723",""
"","","","","Muğla(Bodrum)-1197","1020",""
"","","","","Muğla(Dalaman)-1742","237",""
"","","","","Muğla(Datça)-1266","92",""
"","","","","Muğla(Fethiye)-1331","976",""
"","","","","Muğla(Kavaklıdere)-1958","82",""
"","","","","Muğla(Köyceğiz)-1488","234",""
"","","","","Muğla(Marmaris)-1517","656",""
"","","","","Muğla(Menteşe)-2089","570",""
"","","","","Muğla(Milas)-1528","872",""
"","","","","Muğla(Ortaca)-1831","298",""
"","","","","Muğla(Seydikemer)-2090","331",""
"","","","","Muğla(Ula)-1695","134",""
"","","","","Muğla(Yatağan)-1719","260",""
"","","","","Muş(Bulanık)-1213","1274",""
"","","","","Muş(Hasköy)-1801","409",""
"","","","","Muş(Korkut)-1964","416",""
"","","","","Muş(Malazgirt)-1510","889",""
"","","","","Muş(Merkez)-1534","2732",""
"","","","","Muş(Varto)-1711","390",""
"","","","","Nevşehir(Acıgöl)-1749","193",""
"","","","","Nevşehir(Avanos)-1155","281",""
"","","","","Nevşehir(Derinkuyu)-1274","183",""
"","","","","Nevşehir(Gülşehir)-1367","156",""
"","","","","Nevşehir(Hacıbektaş)-1374","47",""
"","","","","Nevşehir(Kozaklı)-1485","115",""
"","","","","Nevşehir(Merkez)-1543","1169",""
"","","","","Nevşehir(Ürgüp)-1707","240",""
"","","","","Niğde(Altunhisar)-1876","152",""
"","","","","Niğde(Bor)-1201","521",""
"","","","","Niğde(Çamardı)-1225","105",""
"","","","","Niğde(Çiftlik)-1904","364",""
"","","","","Niğde(Merkez)-1544","1856",""
"","","","","Niğde(Ulukışla)-1700","120",""
"","","","","Ordu(Akkuş)-1119","160",""
"","","","","Ordu(Altınordu)-2103","1342",""
"","","","","Ordu(Aybastı)-1158","157",""
"","","","","Ordu(Çamaş)-1891","31",""
"","","","","Ordu(Çatalpınar)-1897","124",""
"","","","","Ordu(Çaybaşı)-1900","119",""
"","","","","Ordu(Fatsa)-1328","778",""
"","","","","Ordu(Gölköy)-1358","225",""
"","","","","Ordu(Gülyalı)-1795","35",""
"","","","","Ordu(Gürgentepe)-1797","70",""
"","","","","Ordu(İkizce)-1947","111",""
"","","","","Ordu(Kabadüz)-1950","37",""
"","","","","Ordu(Kabataş)-1951","61",""
"","","","","Ordu(Korgan)-1482","226",""
"","","","","Ordu(Kumru)-1493","253",""
"","","","","Ordu(Mesudiye)-1525","63",""
"","","","","Ordu(Perşembe)-1573","131",""
"","","","","Ordu(Ulubey)-1696","82",""
"","","","","Ordu(Ünye)-1706","806",""
"","","","","Osmaniye(Bahçe)-1165","206",""
"","","","","Osmaniye(Düziçi)-1743","840",""
"","","","","Osmaniye(Hasanbeyli)-2027","29",""
"","","","","Osmaniye(Kadirli)-1423","881",""
"","","","","Osmaniye(Merkez)-1560","2745",""
"","","","","Osmaniye(Sumbas)-2028","96",""
"","","","","Osmaniye(Toprakkale)-2029","161",""
"","","","","Rize(Ardeşen)-1146","260",""
"","","","","Rize(Çamlıhemşin)-1228","25",""
"","","","","Rize(Çayeli)-1241","259",""
"","","","","Rize(Derepazarı)-1908","40",""
"","","","","Rize(Fındıklı)-1332","83",""
"","","","","Rize(Güneysu)-1796","88",""
"","","","","Rize(Hemşin)-1943","12",""
"","","","","Rize(İkizdere)-1405","29",""
"","","","","Rize(İyidere)-1949","52",""
"","","","","Rize(Kalkandere)-1428","83",""
"","","","","Rize(Merkez)-1586","1082",""
"","","","","Rize(Pazar)-1569","171",""
"","","","","Sakarya(Adapazarı)-2068","2066",""
"","","","","Sakarya(Akyazı)-1123","661",""
"","","","","Sakarya(Arifiye)-2069","307",""
"","","","","Sakarya(Erenler)-2070","645",""
"","","","","Sakarya(Ferizli)-1925","196",""
"","","","","Sakarya(Geyve)-1351","358",""
"","","","","Sakarya(Hendek)-1391","591",""
"","","","","Sakarya(Karapürçek)-1955","117",""
"","","","","Sakarya(Karasu)-1442","409",""
"","","","","Sakarya(Kaynarca)-1453","157",""
"","","","","Sakarya(Kocaali)-1818","128",""
"","","","","Sakarya(Pamukova)-1833","254",""
"","","","","Sakarya(Sapanca)-1595","282",""
"","","","","Sakarya(Serdivan)-2071","814",""
"","","","","Sakarya(Söğütlü)-1986","92",""
"","","","","Sakarya(Taraklı)-1847","65",""
"","","","","Samsun(19 Mayıs)-1830","153",""
"","","","","Samsun(Alaçam)-1125","120",""
"","","","","Samsun(Asarcık)-1763","175",""
"","","","","Samsun(Atakum)-2072","1080",""
"","","","","Samsun(Ayvacık)-1879","195",""
"","","","","Samsun(Bafra)-1164","830",""
"","","","","Samsun(Canik)-2073","834",""
"","","","","Samsun(Çarşamba)-1234","992",""
"","","","","Samsun(Havza)-1386","230",""
"","","","","Samsun(İlkadım)-2074","2256",""
"","","","","Samsun(Kavak)-1452","117",""
"","","","","Samsun(Ladik)-1501","82",""
"","","","","Samsun(Salıpazarı)-1838","119",""
"","","","","Samsun(Tekkeköy)-1849","372",""
"","","","","Samsun(Terme)-1676","439",""
"","","","","Samsun(Vezirköprü)-1712","980",""
"","","","","Samsun(Yakakent)-1993","60",""
"","","","","Şanlıurfa(Akçakale)-1115","2375",""
"","","","","Şanlıurfa(Birecik)-1194","1354",""
"","","","","Şanlıurfa(Bozova)-1209","811",""
"","","","","Şanlıurfa(Ceylanpınar)-1220","1430",""
"","","","","Şanlıurfa(Eyyübiye)-2091","7040",""
"","","","","Şanlıurfa(Halfeti)-1378","503",""
"","","","","Şanlıurfa(Haliliye)-2092","5569",""
"","","","","Şanlıurfa(Harran)-1800","1916",""
"","","","","Şanlıurfa(Hilvan)-1393","626",""
"","","","","Şanlıurfa(Karaköprü)-2093","1672",""
"","","","","Şanlıurfa(Siverek)-1630","4114",""
"","","","","Şanlıurfa(Suruç)-1643","1806",""
"","","","","Şanlıurfa(Viranşehir)-1713","3363",""
"","","","","Siirt(Baykan)-1179","383",""
"","","","","Siirt(Eruh)-1317","282",""
"","","","","Siirt(Kurtalan)-1495","850",""
"","","","","Siirt(Merkez)-1620","2125",""
"","","","","Siirt(Pervari)-1575","548",""
"","","","","Siirt(Şirvan)-1662","386",""
"","","","","Siirt(Tillo)-1878","64",""
"","","","","Sinop(Ayancık)-1156","104",""
"","","","","Sinop(Boyabat)-1204","343",""
"","","","","Sinop(Dikmen)-1910","20",""
"","","","","Sinop(Durağan)-1290","140",""
"","","","","Sinop(Erfelek)-1314","46",""
"","","","","Sinop(Gerze)-1349","86",""
"","","","","Sinop(Merkez)-1627","366",""
"","","","","Sinop(Saraydüzü)-1981","19",""
"","","","","Sinop(Türkeli)-1693","88",""
"","","","","Şırnak(Beytüşşebap)-1189","185",""
"","","","","Şırnak(Cizre)-1223","2238",""
"","","","","Şırnak(Güçlükonak)-1931","180",""
"","","","","Şırnak(İdil)-1403","1200",""
"","","","","Şırnak(Merkez)-1661","1524",""
"","","","","Şırnak(Silopi)-1623","1950",""
"","","","","Şırnak(Uludere)-1698","507",""
"","","","","Sivas(Akıncılar)-1870","35",""
"","","","","Sivas(Altınyayla)-1875","96",""
"","","","","Sivas(Divriği)-1282","74",""
"","","","","Sivas(Doğanşar)-1913","16",""
"","","","","Sivas(Gemerek)-1342","179",""
"","","","","Sivas(Gölova)-1927","10",""
"","","","","Sivas(Gürün)-1373","136",""
"","","","","Sivas(Hafik)-1376","59",""
"","","","","Sivas(İmranlı)-1407","30",""
"","","","","Sivas(Kangal)-1431","184",""
"","","","","Sivas(Koyulhisar)-1484","70",""
"","","","","Sivas(Merkez)-1628","2847",""
"","","","","Sivas(Şarkışla)-1650","303",""
"","","","","Sivas(Suşehri)-1646","172",""
"","","","","Sivas(Ulaş)-1991","74",""
"","","","","Sivas(Yıldızeli)-1731","306",""
"","","","","Sivas(Zara)-1738","112",""
"","","","","Tekirdağ(Çerkezköy)-1250","1194",""
"","","","","Tekirdağ(Çorlu)-1258","1921",""
"","","","","Tekirdağ(Ergene)-2094","394",""
"","","","","Tekirdağ(Hayrabolu)-1388","195",""
"","","","","Tekirdağ(Kapaklı)-2095","888",""
"","","","","Tekirdağ(Malkara)-1511","293",""
"","","","","Tekirdağ(Marmaraereğlisi)-1825","142",""
"","","","","Tekirdağ(Muratlı)-1538","157",""
"","","","","Tekirdağ(Saray)-1596","323",""
"","","","","Tekirdağ(Şarköy)-1652","141",""
"","","","","Tekirdağ(Süleymanpaşa)-2096","1162",""
"","","","","Tokat(Almus)-1129","114",""
"","","","","Tokat(Artova)-1151","57",""
"","","","","Tokat(Başçiftlik)-1883","31",""
"","","","","Tokat(Erbaa)-1308","728",""
"","","","","Tokat(Merkez)-1679","1484",""
"","","","","Tokat(Niksar)-1545","347",""
"","","","","Tokat(Pazar)-1834","87",""
"","","","","Tokat(Reşadiye)-1584","193",""
"","","","","Tokat(Sulusaray)-1987","74",""
"","","","","Tokat(Turhal)-1690","548",""
"","","","","Tokat(Yeşilyurt)-1858","88",""
"","","","","Tokat(Zile)-1740","333",""
"","","","","Trabzon(Akçaabat)-1113","817",""
"","","","","Trabzon(Araklı)-1141","396",""
"","","","","Trabzon(Arsin)-1150","219",""
"","","","","Trabzon(Beşikdüzü)-1775","93",""
"","","","","Trabzon(Çarşıbaşı)-1896","101",""
"","","","","Trabzon(Çaykara)-1244","71",""
"","","","","Trabzon(Dernekpazarı)-1909","13",""
"","","","","Trabzon(Düzköy)-1917","102",""
"","","","","Trabzon(Hayrat)-1942","41",""
"","","","","Trabzon(Köprübaşı)-1966","28",""
"","","","","Trabzon(Maçka)-1507","151",""
"","","","","Trabzon(Of)-1548","268",""
"","","","","Trabzon(Ortahisar)-2097","2334",""
"","","","","Trabzon(Şalpazarı)-1842","49",""
"","","","","Trabzon(Sürmene)-1647","164",""
"","","","","Trabzon(Tonya)-1681","73",""
"","","","","Trabzon(Vakfıkebir)-1709","160",""
"","","","","Trabzon(Yomra)-1732","265",""
"","","","","Tunceli(Çemişgezek)-1247","57",""
"","","","","Tunceli(Hozat)-1397","33",""
"","","","","Tunceli(Mazgirt)-1518","31",""
"","","","","Tunceli(Merkez)-1688","315",""
"","","","","Tunceli(Nazımiye)-1541","15",""
"","","","","Tunceli(Ovacık)-1562","14",""
"","","","","Tunceli(Pertek)-1574","54",""
"","","","","Tunceli(Pülümür)-1581","15",""
"","","","","Uşak(Banaz)-1170","243",""
"","","","","Uşak(Eşme)-1323","186",""
"","","","","Uşak(Karahallı)-1436","59",""
"","","","","Uşak(Merkez)-1704","1711",""
"","","","","Uşak(Sivaslı)-1629","174",""
"","","","","Uşak(Ulubey)-1697","49",""
"","","","","Van(Bahçesaray)-1770","256",""
"","","","","Van(Başkale)-1175","801",""
"","","","","Van(Çaldıran)-1786","1125",""
"","","","","Van(Çatak)-1236","318",""
"","","","","Van(Edremit)-1918","1517",""
"","","","","Van(Erciş)-1309","2801",""
"","","","","Van(Gevaş)-1350","384",""
"","","","","Van(Gürpınar)-1372","534",""
"","","","","Van(İpekyolu)-2098","3680",""
"","","","","Van(Muradiye)-1533","845",""
"","","","","Van(Özalp)-1565","1079",""
"","","","","Van(Saray)-1980","320",""
"","","","","Van(Tuşba)-2099","2026",""
"","","","","Yalova(Altınova)-2019","164",""
"","","","","Yalova(Armutlu)-2020","62",""
"","","","","Yalova(Çiftlikköy)-2022","256",""
"","","","","Yalova(Çınarcık)-2021","135",""
"","","","","Yalova(Merkez)-1716","837",""
"","","","","Yalova(Termal)-2026","34",""
"","","","","Yozgat(Akdağmadeni)-1117","388",""
"","","","","Yozgat(Aydıncık)-1877","95",""
"","","","","Yozgat(Boğazlıyan)-1198","263",""
"","","","","Yozgat(Çandır)-1895","23",""
"","","","","Yozgat(Çayıralan)-1242","74",""
"","","","","Yozgat(Çekerek)-1245","186",""
"","","","","Yozgat(Kadışehri)-1952","114",""
"","","","","Yozgat(Merkez)-1733","727",""
"","","","","Yozgat(Saraykent)-1982","123",""
"","","","","Yozgat(Sarıkaya)-1602","260",""
"","","","","Yozgat(Şefaatli)-1655","106",""
"","","","","Yozgat(Sorgun)-1635","683",""
"","","","","Yozgat(Yenifakılı)-1998","23",""
"","","","","Yozgat(Yerköy)-1726","241",""
"","","","","Zonguldak(Alaplı)-1758","278",""
"","","","","Zonguldak(Çaycuma)-1240","465",""
"","","","","Zonguldak(Devrek)-1276","239",""
"","","","","Zonguldak(Ereğli)-1313","1241",""
"","","","","Zonguldak(Gökçebey)-1926","129",""
"","","","","Zonguldak(Kilimli)-2100","225",""
"","","","","Zonguldak(Kozlu)-2101","270",""
"","","","","Zonguldak(Merkez)-1741","728",""
"","","","2015","Adana(Aladağ)-1757","180",""
"","","","","Adana(Ceyhan)-1219","1437",""
"","","","","Adana(Çukurova)-2033","2578",""
"","","","","Adana(Feke)-1329","110",""
"","","","","Adana(İmamoğlu)-1806","222",""
"","","","","Adana(Karaisalı)-1437","151",""
"","","","","Adana(Karataş)-1443","189",""
"","","","","Adana(Kozan)-1486","1004",""
"","","","","Adana(Pozantı)-1580","162",""
"","","","","Adana(Saimbeyli)-1588","111",""
