"cinsiyet","","","yil","il","sayi",""
"","","","","Iğdır(Karakoyunlu)-2011","138",""
"","","","","Iğdır(Merkez)-1398","1544",""
"","","","","Iğdır(Tuzluca)-1692","257",""
"","","","","Isparta(Aksu)-1755","25",""
"","","","","Isparta(Atabey)-1154","30",""
"","","","","Isparta(Eğirdir)-1297","200",""
"","","","","Isparta(Gelendost)-1341","97",""
"","","","","Isparta(Gönen)-1929","37",""
"","","","","Isparta(Keçiborlu)-1456","68",""
"","","","","Isparta(Merkez)-1401","1462",""
"","","","","Isparta(Şarkikaraağaç)-1651","143",""
"","","","","Isparta(Senirkent)-1615","76",""
"","","","","Isparta(Sütçüler)-1648","53",""
"","","","","Isparta(Uluborlu)-1699","40",""
"","","","","Isparta(Yalvaç)-1717","287",""
"","","","","Isparta(Yenişarbademli)-2001","5",""
"","","","","İstanbul(Adalar)-1103","70",""
"","","","","İstanbul(Arnavutköy)-2048","2608",""
"","","","","İstanbul(Ataşehir)-2049","2969",""
"","","","","İstanbul(Avcılar)-2003","3602",""
"","","","","İstanbul(Bağcılar)-2004","7161",""
"","","","","İstanbul(Bahçelievler)-2005","4815",""
"","","","","İstanbul(Bakırköy)-1166","1058",""
"","","","","İstanbul(Başakşehir)-2050","3245",""
"","","","","İstanbul(Bayrampaşa)-1886","1904",""
"","","","","İstanbul(Beşiktaş)-1183","861",""
"","","","","İstanbul(Beykoz)-1185","1696",""
"","","","","İstanbul(Beylikdüzü)-2051","2236",""
"","","","","İstanbul(Beyoğlu)-1186","1674",""
"","","","","İstanbul(Büyükçekmece)-1782","1720",""
"","","","","İstanbul(Çatalca)-1237","380",""
"","","","","İstanbul(Çekmeköy)-2052","2245",""
"","","","","İstanbul(Esenler)-2016","4117",""
"","","","","İstanbul(Esenyurt)-2053","8231",""
"","","","","İstanbul(Eyüp)-1325","2763",""
"","","","","İstanbul(Fatih)-1327","2574",""
"","","","","İstanbul(Gaziosmanpaşa)-1336","4257",""
"","","","","İstanbul(Güngören)-2010","2393",""
"","","","","İstanbul(Kadıköy)-1421","2042",""
"","","","","İstanbul(Kağıthane)-1810","3370",""
"","","","","İstanbul(Kartal)-1449","3322",""
"","","","","İstanbul(Küçükçekmece)-1823","6486",""
"","","","","İstanbul(Maltepe)-2012","3408",""
"","","","","İstanbul(Pendik)-1835","6045",""
"","","","","İstanbul(Sancaktepe)-2054","3563",""
"","","","","İstanbul(Sarıyer)-1604","2016",""
"","","","","İstanbul(Şile)-1659","154",""
"","","","","İstanbul(Silivri)-1622","1202",""
"","","","","İstanbul(Şişli)-1663","1484",""
"","","","","İstanbul(Sultanbeyli)-2014","3509",""
"","","","","İstanbul(Sultangazi)-2055","5175",""
"","","","","İstanbul(Tuzla)-2015","2034",""
"","","","","İstanbul(Ümraniye)-1852","5823",""
"","","","","İstanbul(Üsküdar)-1708","3365",""
"","","","","İstanbul(Zeytinburnu)-1739","2350",""
"","","","","İzmir(Aliağa)-1128","727",""
"","","","","İzmir(Balçova)-2006","347",""
"","","","","İzmir(Bayındır)-1178","250",""
"","","","","İzmir(Bayraklı)-2056","2206",""
"","","","","İzmir(Bergama)-1181","505",""
"","","","","İzmir(Beydağ)-1776","81",""
"","","","","İzmir(Bornova)-1203","2717",""
"","","","","İzmir(Buca)-1780","3384",""
"","","","","İzmir(Çeşme)-1251","227",""
"","","","","İzmir(Çiğli)-2007","1246",""
"","","","","İzmir(Dikili)-1280","206",""
"","","","","İzmir(Foça)-1334","119",""
"","","","","İzmir(Gaziemir)-2009","976",""
"","","","","İzmir(Güzelbahçe)-2018","144",""
"","","","","İzmir(Karabağlar)-2057","3406",""
"","","","","İzmir(Karaburun)-1432","35",""
"","","","","İzmir(Karşıyaka)-1448","1746",""
"","","","","İzmir(Kemalpaşa)-1461","743",""
"","","","","İzmir(Kınık)-1467","232",""
"","","","","İzmir(Kiraz)-1477","290",""
"","","","","İzmir(Konak)-1819","2192",""
"","","","","İzmir(Menderes)-1826","605",""
"","","","","İzmir(Menemen)-1521","1344",""
"","","","","İzmir(Narlıdere)-2013","320",""
"","","","","İzmir(Ödemiş)-1563","714",""
"","","","","İzmir(Seferihisar)-1611","198",""
"","","","","İzmir(Selçuk)-1612","217",""
"","","","","İzmir(Tire)-1677","498",""
"","","","","İzmir(Torbalı)-1682","1345",""
"","","","","İzmir(Urla)-1703","252",""
"","","","","Kahramanmaraş(Afşin)-1107","767",""
"","","","","Kahramanmaraş(Andırın)-1136","188",""
"","","","","Kahramanmaraş(Çağlayancerit)-1785","201",""
"","","","","Kahramanmaraş(Dulkadiroğlu)-2084","2289",""
"","","","","Kahramanmaraş(Ekinözü)-1919","89",""
"","","","","Kahramanmaraş(Elbistan)-1299","1323",""
"","","","","Kahramanmaraş(Göksun)-1353","402",""
"","","","","Kahramanmaraş(Nurhak)-1975","94",""
"","","","","Kahramanmaraş(Onikişubat)-2085","3942",""
"","","","","Kahramanmaraş(Pazarcık)-1570","653",""
"","","","","Kahramanmaraş(Türkoğlu)-1694","741",""
"","","","","Karabük(Eflani)-1296","30",""
"","","","","Karabük(Eskipazar)-1321","46",""
"","","","","Karabük(Merkez)-1433","729",""
"","","","","Karabük(Ovacık)-1561","7",""
"","","","","Karabük(Safranbolu)-1587","333",""
"","","","","Karabük(Yenice)-1856","72",""
"","","","","Karaman(Ayrancı)-1768","50",""
"","","","","Karaman(Başyayla)-1884","30",""
"","","","","Karaman(Ermenek)-1316","190",""
"","","","","Karaman(Kazımkarabekir)-1862","26",""
"","","","","Karaman(Merkez)-1439","1487",""
"","","","","Karaman(Sarıveliler)-1983","67",""
"","","","","Kars(Akyaka)-1756","100",""
"","","","","Kars(Arpaçay)-1149","158",""
"","","","","Kars(Digor)-1279","303",""
"","","","","Kars(Kağızman)-1424","485",""
"","","","","Kars(Merkez)-1447","1032",""
"","","","","Kars(Sarıkamış)-1601","551",""
"","","","","Kars(Selim)-1614","223",""
"","","","","Kars(Susuz)-1645","99",""
"","","","","Kastamonu(Abana)-1101","9",""
"","","","","Kastamonu(Ağlı)-1867","11",""
"","","","","Kastamonu(Araç)-1140","77",""
"","","","","Kastamonu(Azdavay)-1162","36",""
"","","","","Kastamonu(Bozkurt)-1208","38",""
"","","","","Kastamonu(Çatalzeytin)-1238","27",""
"","","","","Kastamonu(Cide)-1221","93",""
"","","","","Kastamonu(Daday)-1264","25",""
"","","","","Kastamonu(Devrekani)-1277","53",""
"","","","","Kastamonu(Doğanyurt)-1915","20",""
"","","","","Kastamonu(Hanönü)-1940","9",""
"","","","","Kastamonu(İhsangazi)-1805","23",""
"","","","","Kastamonu(İnebolu)-1410","143",""
"","","","","Kastamonu(Küre)-1499","36",""
"","","","","Kastamonu(Merkez)-1450","930",""
"","","","","Kastamonu(Pınarbaşı)-1836","19",""
"","","","","Kastamonu(Şenpazar)-1845","24",""
"","","","","Kastamonu(Seydiler)-1984","25",""
"","","","","Kastamonu(Taşköprü)-1666","178",""
"","","","","Kastamonu(Tosya)-1685","217",""
"","","","","Kayseri(Akkışla)-1752","24",""
"","","","","Kayseri(Bünyan)-1218","195",""
"","","","","Kayseri(Develi)-1275","474",""
"","","","","Kayseri(Felahiye)-1330","49",""
"","","","","Kayseri(Hacılar)-1936","92",""
"","","","","Kayseri(İncesu)-1409","196",""
"","","","","Kayseri(Kocasinan)-1863","3106",""
"","","","","Kayseri(Melikgazi)-1864","4888",""
"","","","","Kayseri(Özvatan)-1978","20",""
"","","","","Kayseri(Pınarbaşı)-1576","170",""
"","","","","Kayseri(Sarıoğlan)-1603","101",""
"","","","","Kayseri(Sarız)-1605","61",""
"","","","","Kayseri(Talas)-1846","1265",""
"","","","","Kayseri(Tomarza)-1680","193",""
"","","","","Kayseri(Yahyalı)-1715","318",""
"","","","","Kayseri(Yeşilhisar)-1727","94",""
"","","","","Kilis(Elbeyli)-2023","73",""
"","","","","Kilis(Merkez)-1476","1142",""
"","","","","Kilis(Musabeyli)-2024","155",""
"","","","","Kilis(Polateli)-2025","50",""
"","","","","Kırıkkale(Bahşili)-1880","47",""
"","","","","Kırıkkale(Balışeyh)-1882","33",""
"","","","","Kırıkkale(Çelebi)-1901","6",""
"","","","","Kırıkkale(Delice)-1268","30",""
"","","","","Kırıkkale(Karakeçili)-1954","32",""
"","","","","Kırıkkale(Keskin)-1463","88",""
"","","","","Kırıkkale(Merkez)-1469","1222",""
"","","","","Kırıkkale(Sulakyurt)-1638","30",""
"","","","","Kırıkkale(Yahşihan)-1992","122",""
"","","","","Kırklareli(Babaeski)-1163","209",""
"","","","","Kırklareli(Demirköy)-1270","49",""
"","","","","Kırklareli(Kofçaz)-1480","5",""
"","","","","Kırklareli(Lüleburgaz)-1505","851",""
"","","","","Kırklareli(Merkez)-1471","466",""
"","","","","Kırklareli(Pehlivanköy)-1572","13",""
"","","","","Kırklareli(Pınarhisar)-1577","74",""
"","","","","Kırklareli(Vize)-1714","111",""
"","","","","Kırşehir(Akçakent)-1869","16",""
"","","","","Kırşehir(Akpınar)-1754","43",""
"","","","","Kırşehir(Boztepe)-1890","23",""
"","","","","Kırşehir(Çiçekdağı)-1254","76",""
"","","","","Kırşehir(Kaman)-1429","214",""
"","","","","Kırşehir(Merkez)-1472","930",""
"","","","","Kırşehir(Mucur)-1529","124",""
"","","","","Kocaeli(Başiskele)-2058","744",""
"","","","","Kocaeli(Çayırova)-2059","1146",""
"","","","","Kocaeli(Darıca)-2060","1670",""
"","","","","Kocaeli(Derince)-2030","1035",""
"","","","","Kocaeli(Dilovası)-2061","540",""
"","","","","Kocaeli(Gebze)-1338","3291",""
"","","","","Kocaeli(Gölcük)-1355","1160",""
"","","","","Kocaeli(İzmit)-2062","2554",""
"","","","","Kocaeli(Kandıra)-1430","249",""
"","","","","Kocaeli(Karamürsel)-1440","344",""
"","","","","Kocaeli(Kartepe)-2063","878",""
"","","","","Kocaeli(Körfez)-1821","1310",""
"","","","","Konya(Ahırlı)-1868","22",""
"","","","","Konya(Akören)-1753","42",""
"","","","","Konya(Akşehir)-1122","570",""
"","","","","Konya(Altınekin)-1760","143",""
"","","","","Konya(Beyşehir)-1188","495",""
"","","","","Konya(Bozkır)-1207","183",""
"","","","","Konya(Çeltik)-1902","82",""
"","","","","Konya(Cihanbeyli)-1222","431",""
"","","","","Konya(Çumra)-1262","553",""
"","","","","Konya(Derbent)-1907","19",""
"","","","","Konya(Derebucak)-1789","27",""
"","","","","Konya(Doğanhisar)-1285","49",""
"","","","","Konya(Emirgazi)-1920","87",""
"","","","","Konya(Ereğli)-1312","1010",""
"","","","","Konya(Güneysınır)-1933","72",""
"","","","","Konya(Hadim)-1375","77",""
"","","","","Konya(Halkapınar)-1937","26",""
"","","","","Konya(Hüyük)-1804","69",""
"","","","","Konya(Ilgın)-1400","355",""
"","","","","Konya(Kadınhanı)-1422","304",""
"","","","","Konya(Karapınar)-1441","430",""
"","","","","Konya(Karatay)-1814","3112",""
"","","","","Konya(Kulu)-1491","400",""
"","","","","Konya(Meram)-1827","3083",""
"","","","","Konya(Sarayönü)-1598","212",""
"","","","","Konya(Selçuklu)-1839","5179",""
"","","","","Konya(Seydişehir)-1617","384",""
"","","","","Konya(Taşkent)-1848","35",""
"","","","","Konya(Tuzlukçu)-1990","31",""
"","","","","Konya(Yalıhüyük)-1994","5",""
"","","","","Konya(Yunak)-1735","173",""
"","","","","Kütahya(Altıntaş)-1132","111",""
"","","","","Kütahya(Aslanapa)-1764","46",""
"","","","","Kütahya(Çavdarhisar)-1898","28",""
"","","","","Kütahya(Domaniç)-1288","66",""
"","","","","Kütahya(Dumlupınar)-1790","15",""
"","","","","Kütahya(Emet)-1304","103",""
"","","","","Kütahya(Gediz)-1339","301",""
"","","","","Kütahya(Hisarcık)-1802","83",""
"","","","","Kütahya(Merkez)-1500","1571",""
"","","","","Kütahya(Pazarlar)-1979","19",""
"","","","","Kütahya(Şaphane)-1843","23",""
"","","","","Kütahya(Simav)-1625","295",""
"","","","","Kütahya(Tavşanlı)-1671","681",""
"","","","","Malatya(Akçadağ)-1114","182",""
"","","","","Malatya(Arapgir)-1143","51",""
"","","","","Malatya(Arguvan)-1148","29",""
"","","","","Malatya(Battalgazi)-1772","2196",""
"","","","","Malatya(Darende)-1265","217",""
"","","","","Malatya(Doğanşehir)-1286","293",""
"","","","","Malatya(Doğanyol)-1914","30",""
"","","","","Malatya(Hekimhan)-1390","112",""
"","","","","Malatya(Kale)-1953","24",""
"","","","","Malatya(Kuluncak)-1969","56",""
"","","","","Malatya(Pütürge)-1582","123",""
"","","","","Malatya(Yazıhan)-1995","94",""
"","","","","Malatya(Yeşilyurt)-1729","2432",""
"","","","","Manisa(Ahmetli)-1751","90",""
"","","","","Manisa(Akhisar)-1118","1034",""
"","","","","Manisa(Alaşehir)-1127","689",""
"","","","","Manisa(Demirci)-1269","181",""
"","","","","Manisa(Gölmarmara)-1793","98",""
"","","","","Manisa(Gördes)-1362","131",""
"","","","","Manisa(Kırkağaç)-1470","237",""
"","","","","Manisa(Köprübaşı)-1965","71",""
"","","","","Manisa(Kula)-1489","253",""
"","","","","Manisa(Salihli)-1590","923",""
"","","","","Manisa(Sarıgöl)-1600","223",""
"","","","","Manisa(Saruhanlı)-1606","316",""
"","","","","Manisa(Şehzadeler)-2086","1305",""
"","","","","Manisa(Selendi)-1613","107",""
"","","","","Manisa(Soma)-1634","803",""
"","","","","Manisa(Turgutlu)-1689","1191",""
"","","","","Manisa(Yunusemre)-2087","1743",""
"","","","","Mardin(Artuklu)-2088","2062",""
"","","","","Mardin(Dargeçit)-1787","357",""
"","","","","Mardin(Derik)-1273","907",""
"","","","","Mardin(Kızıltepe)-1474","3435",""
"","","","","Mardin(Mazıdağı)-1519","493",""
"","","","","Mardin(Midyat)-1526","1215",""
"","","","","Mardin(Nusaybin)-1547","1347",""
"","","","","Mardin(Ömerli)-1564","167",""
"","","","","Mardin(Savur)-1609","311",""
"","","","","Mardin(Yeşilli)-2002","234",""
"","","","","Mersin(Akdeniz)-2064","2664",""
"","","","","Mersin(Anamur)-1135","352",""
"","","","","Mersin(Aydıncık)-1766","65",""
"","","","","Mersin(Bozyazı)-1779","188",""
"","","","","Mersin(Çamlıyayla)-1892","38",""
"","","","","Mersin(Erdemli)-1311","1033",""
"","","","","Mersin(Gülnar)-1366","137",""
"","","","","Mersin(Mezitli)-2065","1113",""
"","","","","Mersin(Mut)-1536","382",""
"","","","","Mersin(Silifke)-1621","753",""
"","","","","Mersin(Tarsus)-1665","2839",""
"","","","","Mersin(Toroslar)-2066","2597",""
"","","","","Mersin(Yenişehir)-2067","1638",""
"","","","","Muğla(Bodrum)-1197","1042",""
"","","","","Muğla(Dalaman)-1742","238",""
"","","","","Muğla(Datça)-1266","97",""
"","","","","Muğla(Fethiye)-1331","913",""
"","","","","Muğla(Kavaklıdere)-1958","63",""
"","","","","Muğla(Köyceğiz)-1488","197",""
"","","","","Muğla(Marmaris)-1517","641",""
"","","","","Muğla(Menteşe)-2089","576",""
"","","","","Muğla(Milas)-1528","826",""
"","","","","Muğla(Ortaca)-1831","238",""
"","","","","Muğla(Seydikemer)-2090","344",""
"","","","","Muğla(Ula)-1695","105",""
"","","","","Muğla(Yatağan)-1719","239",""
"","","","","Muş(Bulanık)-1213","1149",""
"","","","","Muş(Hasköy)-1801","324",""
"","","","","Muş(Korkut)-1964","356",""
"","","","","Muş(Malazgirt)-1510","734",""
"","","","","Muş(Merkez)-1534","2537",""
"","","","","Muş(Varto)-1711","330",""
"","","","","Nevşehir(Acıgöl)-1749","177",""
"","","","","Nevşehir(Avanos)-1155","185",""
"","","","","Nevşehir(Derinkuyu)-1274","171",""
"","","","","Nevşehir(Gülşehir)-1367","159",""
"","","","","Nevşehir(Hacıbektaş)-1374","36",""
"","","","","Nevşehir(Kozaklı)-1485","91",""
"","","","","Nevşehir(Merkez)-1543","1022",""
"","","","","Nevşehir(Ürgüp)-1707","203",""
"","","","","Niğde(Altunhisar)-1876","127",""
"","","","","Niğde(Bor)-1201","447",""
"","","","","Niğde(Çamardı)-1225","78",""
"","","","","Niğde(Çiftlik)-1904","318",""
"","","","","Niğde(Merkez)-1544","1667",""
"","","","","Niğde(Ulukışla)-1700","95",""
"","","","","Ordu(Akkuş)-1119","111",""
"","","","","Ordu(Altınordu)-2103","1316",""
"","","","","Ordu(Aybastı)-1158","145",""
"","","","","Ordu(Çamaş)-1891","44",""
"","","","","Ordu(Çatalpınar)-1897","121",""
"","","","","Ordu(Çaybaşı)-1900","75",""
"","","","","Ordu(Fatsa)-1328","713",""
"","","","","Ordu(Gölköy)-1358","173",""
"","","","","Ordu(Gülyalı)-1795","33",""
"","","","","Ordu(Gürgentepe)-1797","50",""
"","","","","Ordu(İkizce)-1947","78",""
"","","","","Ordu(Kabadüz)-1950","31",""
"","","","","Ordu(Kabataş)-1951","48",""
"","","","","Ordu(Korgan)-1482","217",""
"","","","","Ordu(Kumru)-1493","202",""
"","","","","Ordu(Mesudiye)-1525","58",""
"","","","","Ordu(Perşembe)-1573","107",""
"","","","","Ordu(Ulubey)-1696","40",""
"","","","","Ordu(Ünye)-1706","775",""
"","","","","Osmaniye(Bahçe)-1165","178",""
"","","","","Osmaniye(Düziçi)-1743","705",""
"","","","","Osmaniye(Hasanbeyli)-2027","30",""
"","","","","Osmaniye(Kadirli)-1423","864",""
"","","","","Osmaniye(Merkez)-1560","2512",""
"","","","","Osmaniye(Sumbas)-2028","88",""
"","","","","Osmaniye(Toprakkale)-2029","160",""
"","","","","Rize(Ardeşen)-1146","275",""
"","","","","Rize(Çamlıhemşin)-1228","25",""
"","","","","Rize(Çayeli)-1241","251",""
"","","","","Rize(Derepazarı)-1908","44",""
"","","","","Rize(Fındıklı)-1332","75",""
"","","","","Rize(Güneysu)-1796","63",""
"","","","","Rize(Hemşin)-1943","7",""
"","","","","Rize(İkizdere)-1405","26",""
"","","","","Rize(İyidere)-1949","40",""
"","","","","Rize(Kalkandere)-1428","58",""
"","","","","Rize(Merkez)-1586","1030",""
"","","","","Rize(Pazar)-1569","167",""
"","","","","Sakarya(Adapazarı)-2068","1980",""
"","","","","Sakarya(Akyazı)-1123","624",""
"","","","","Sakarya(Arifiye)-2069","307",""
"","","","","Sakarya(Erenler)-2070","701",""
"","","","","Sakarya(Ferizli)-1925","159",""
"","","","","Sakarya(Geyve)-1351","358",""
"","","","","Sakarya(Hendek)-1391","547",""
"","","","","Sakarya(Karapürçek)-1955","95",""
"","","","","Sakarya(Karasu)-1442","387",""
"","","","","Sakarya(Kaynarca)-1453","165",""
"","","","","Sakarya(Kocaali)-1818","117",""
"","","","","Sakarya(Pamukova)-1833","196",""
"","","","","Sakarya(Sapanca)-1595","292",""
"","","","","Sakarya(Serdivan)-2071","825",""
"","","","","Sakarya(Söğütlü)-1986","93",""
"","","","","Sakarya(Taraklı)-1847","43",""
"","","","","Samsun(19 Mayıs)-1830","118",""
"","","","","Samsun(Alaçam)-1125","126",""
"","","","","Samsun(Asarcık)-1763","154",""
"","","","","Samsun(Atakum)-2072","1045",""
"","","","","Samsun(Ayvacık)-1879","166",""
"","","","","Samsun(Bafra)-1164","788",""
"","","","","Samsun(Canik)-2073","758",""
"","","","","Samsun(Çarşamba)-1234","945",""
"","","","","Samsun(Havza)-1386","231",""
"","","","","Samsun(İlkadım)-2074","2016",""
"","","","","Samsun(Kavak)-1452","114",""
"","","","","Samsun(Ladik)-1501","76",""
"","","","","Samsun(Salıpazarı)-1838","101",""
"","","","","Samsun(Tekkeköy)-1849","341",""
"","","","","Samsun(Terme)-1676","414",""
"","","","","Samsun(Vezirköprü)-1712","864",""
"","","","","Samsun(Yakakent)-1993","41",""
"","","","","Şanlıurfa(Akçakale)-1115","2230",""
"","","","","Şanlıurfa(Birecik)-1194","1358",""
"","","","","Şanlıurfa(Bozova)-1209","762",""
"","","","","Şanlıurfa(Ceylanpınar)-1220","1393",""
"","","","","Şanlıurfa(Eyyübiye)-2091","6629",""
"","","","","Şanlıurfa(Halfeti)-1378","499",""
"","","","","Şanlıurfa(Haliliye)-2092","5161",""
"","","","","Şanlıurfa(Harran)-1800","1856",""
"","","","","Şanlıurfa(Hilvan)-1393","571",""
"","","","","Şanlıurfa(Karaköprü)-2093","1689",""
"","","","","Şanlıurfa(Siverek)-1630","3846",""
"","","","","Şanlıurfa(Suruç)-1643","1589",""
"","","","","Şanlıurfa(Viranşehir)-1713","3077",""
"","","","","Siirt(Baykan)-1179","348",""
"","","","","Siirt(Eruh)-1317","272",""
"","","","","Siirt(Kurtalan)-1495","749",""
"","","","","Siirt(Merkez)-1620","1987",""
"","","","","Siirt(Pervari)-1575","452",""
"","","","","Siirt(Şirvan)-1662","330",""
"","","","","Siirt(Tillo)-1878","49",""
"","","","","Sinop(Ayancık)-1156","96",""
"","","","","Sinop(Boyabat)-1204","319",""
"","","","","Sinop(Dikmen)-1910","18",""
"","","","","Sinop(Durağan)-1290","117",""
"","","","","Sinop(Erfelek)-1314","35",""
"","","","","Sinop(Gerze)-1349","103",""
"","","","","Sinop(Merkez)-1627","321",""
"","","","","Sinop(Saraydüzü)-1981","14",""
"","","","","Sinop(Türkeli)-1693","77",""
"","","","","Şırnak(Beytüşşebap)-1189","167",""
"","","","","Şırnak(Cizre)-1223","2116",""
"","","","","Şırnak(Güçlükonak)-1931","173",""
"","","","","Şırnak(İdil)-1403","1082",""
"","","","","Şırnak(Merkez)-1661","1343",""
"","","","","Şırnak(Silopi)-1623","1910",""
"","","","","Şırnak(Uludere)-1698","425",""
"","","","","Sivas(Akıncılar)-1870","26",""
"","","","","Sivas(Altınyayla)-1875","88",""
"","","","","Sivas(Divriği)-1282","86",""
"","","","","Sivas(Doğanşar)-1913","8",""
"","","","","Sivas(Gemerek)-1342","128",""
"","","","","Sivas(Gölova)-1927","19",""
"","","","","Sivas(Gürün)-1373","118",""
"","","","","Sivas(Hafik)-1376","35",""
"","","","","Sivas(İmranlı)-1407","27",""
"","","","","Sivas(Kangal)-1431","154",""
"","","","","Sivas(Koyulhisar)-1484","69",""
"","","","","Sivas(Merkez)-1628","2776",""
"","","","","Sivas(Şarkışla)-1650","255",""
"","","","","Sivas(Suşehri)-1646","173",""
"","","","","Sivas(Ulaş)-1991","80",""
"","","","","Sivas(Yıldızeli)-1731","290",""
"","","","","Sivas(Zara)-1738","110",""
"","","","","Tekirdağ(Çerkezköy)-1250","1317",""
"","","","","Tekirdağ(Çorlu)-1258","1935",""
"","","","","Tekirdağ(Ergene)-2094","408",""
"","","","","Tekirdağ(Hayrabolu)-1388","180",""
"","","","","Tekirdağ(Kapaklı)-2095","929",""
"","","","","Tekirdağ(Malkara)-1511","259",""
"","","","","Tekirdağ(Marmaraereğlisi)-1825","146",""
"","","","","Tekirdağ(Muratlı)-1538","175",""
"","","","","Tekirdağ(Saray)-1596","291",""
"","","","","Tekirdağ(Şarköy)-1652","139",""
"","","","","Tekirdağ(Süleymanpaşa)-2096","1099",""
"","","","","Tokat(Almus)-1129","92",""
"","","","","Tokat(Artova)-1151","46",""
"","","","","Tokat(Başçiftlik)-1883","28",""
"","","","","Tokat(Erbaa)-1308","643",""
"","","","","Tokat(Merkez)-1679","1332",""
"","","","","Tokat(Niksar)-1545","294",""
"","","","","Tokat(Pazar)-1834","96",""
"","","","","Tokat(Reşadiye)-1584","146",""
"","","","","Tokat(Sulusaray)-1987","67",""
"","","","","Tokat(Turhal)-1690","485",""
"","","","","Tokat(Yeşilyurt)-1858","64",""
"","","","","Tokat(Zile)-1740","259",""
"","","","","Trabzon(Akçaabat)-1113","848",""
"","","","","Trabzon(Araklı)-1141","394",""
"","","","","Trabzon(Arsin)-1150","219",""
"","","","","Trabzon(Beşikdüzü)-1775","104",""
"","","","","Trabzon(Çarşıbaşı)-1896","95",""
"","","","","Trabzon(Çaykara)-1244","56",""
"","","","","Trabzon(Dernekpazarı)-1909","16",""
"","","","","Trabzon(Düzköy)-1917","94",""
"","","","","Trabzon(Hayrat)-1942","41",""
"","","","","Trabzon(Köprübaşı)-1966","23",""
"","","","","Trabzon(Maçka)-1507","121",""
"","","","","Trabzon(Of)-1548","274",""
"","","","","Trabzon(Ortahisar)-2097","2197",""
"","","","","Trabzon(Şalpazarı)-1842","42",""
"","","","","Trabzon(Sürmene)-1647","163",""
"","","","","Trabzon(Tonya)-1681","78",""
"","","","","Trabzon(Vakfıkebir)-1709","151",""
"","","","","Trabzon(Yomra)-1732","247",""
"","","","","Tunceli(Çemişgezek)-1247","46",""
"","","","","Tunceli(Hozat)-1397","40",""
"","","","","Tunceli(Mazgirt)-1518","32",""
"","","","","Tunceli(Merkez)-1688","308",""
"","","","","Tunceli(Nazımiye)-1541","8",""
"","","","","Tunceli(Ovacık)-1562","16",""
"","","","","Tunceli(Pertek)-1574","63",""
"","","","","Tunceli(Pülümür)-1581","3",""
"","","","","Uşak(Banaz)-1170","250",""
"","","","","Uşak(Eşme)-1323","167",""
"","","","","Uşak(Karahallı)-1436","55",""
"","","","","Uşak(Merkez)-1704","1569",""
"","","","","Uşak(Sivaslı)-1629","105",""
"","","","","Uşak(Ulubey)-1697","35",""
"","","","","Van(Bahçesaray)-1770","237",""
"","","","","Van(Başkale)-1175","647",""
"","","","","Van(Çaldıran)-1786","1015",""
"","","","","Van(Çatak)-1236","276",""
"","","","","Van(Edremit)-1918","1457",""
"","","","","Van(Erciş)-1309","2574",""
"","","","","Van(Gevaş)-1350","270",""
"","","","","Van(Gürpınar)-1372","489",""
"","","","","Van(İpekyolu)-2098","3469",""
"","","","","Van(Muradiye)-1533","800",""
"","","","","Van(Özalp)-1565","986",""
"","","","","Van(Saray)-1980","330",""
"","","","","Van(Tuşba)-2099","1897",""
"","","","","Yalova(Altınova)-2019","161",""
"","","","","Yalova(Armutlu)-2020","51",""
"","","","","Yalova(Çiftlikköy)-2022","205",""
"","","","","Yalova(Çınarcık)-2021","131",""
"","","","","Yalova(Merkez)-1716","884",""
"","","","","Yalova(Termal)-2026","32",""
"","","","","Yozgat(Akdağmadeni)-1117","354",""
"","","","","Yozgat(Aydıncık)-1877","72",""
"","","","","Yozgat(Boğazlıyan)-1198","210",""
"","","","","Yozgat(Çandır)-1895","28",""
"","","","","Yozgat(Çayıralan)-1242","55",""
"","","","","Yozgat(Çekerek)-1245","161",""
"","","","","Yozgat(Kadışehri)-1952","91",""
"","","","","Yozgat(Merkez)-1733","669",""
"","","","","Yozgat(Saraykent)-1982","105",""
"","","","","Yozgat(Sarıkaya)-1602","256",""
"","","","","Yozgat(Şefaatli)-1655","89",""
"","","","","Yozgat(Sorgun)-1635","682",""
"","","","","Yozgat(Yenifakılı)-1998","31",""
"","","","","Yozgat(Yerköy)-1726","203",""
"","","","","Zonguldak(Alaplı)-1758","287",""
"","","","","Zonguldak(Çaycuma)-1240","446",""
"","","","","Zonguldak(Devrek)-1276","286",""
"","","","","Zonguldak(Ereğli)-1313","1071",""
"","","","","Zonguldak(Gökçebey)-1926","113",""
"","","","","Zonguldak(Kilimli)-2100","192",""
"","","","","Zonguldak(Kozlu)-2101","255",""
"","","","","Zonguldak(Merkez)-1741","702",""
"","","","2016","Adana(Aladağ)-1757","103",""
"","","","","Adana(Ceyhan)-1219","1371",""
"","","","","Adana(Çukurova)-2033","2332",""
"","","","","Adana(Feke)-1329","98",""
"","","","","Adana(İmamoğlu)-1806","208",""
"","","","","Adana(Karaisalı)-1437","139",""
"","","","","Adana(Karataş)-1443","182",""
"","","","","Adana(Kozan)-1486","890",""
"","","","","Adana(Pozantı)-1580","141",""
"","","","","Adana(Saimbeyli)-1588","85",""
"","","","","Adana(Sarıçam)-2032","1410",""
"","","","","Adana(Seyhan)-1104","6952",""
"","","","","Adana(Tufanbeyli)-1687","125",""
"","","","","Adana(Yumurtalık)-1734","131",""
